question,assumption,plausibility,veracity,evidence_source,evidence,evidence_source_link
,There are activities or exercises that promote emotional intelligence in children and encourage them to identify and share their feelings.,4,TRUE,Teaching Your Child to Identify and Express Emotions,"""Make an emotion book with your child. An easy project to do with your child is to create a homemade book. All you need is paper, crayons or markers, and a stapler. You can make a book about one emotion and have your child fill the pages with things that make her feel that way.""",http://csefel.vanderbilt.edu/documents/teaching_emotions.pdf
,There are ways to help a child differentiate between various emotions and label them accurately.,3,TRUE,Teaching Your Child to Identify and Express Emotions,"""Help your children understand their emotions by first giving the feelings names and then encouraging them to talk about how they are feeling... Give children lots of opportunities to identify feelings in themselves and others. """,http://csefel.vanderbilt.edu/documents/teaching_emotions.pdf
What is the schedule for my baby to see a doctor?,There is a recommended schedule for well-child or well-baby checkups for babies.,5 (Very Plausible),TRUE,Checkups and doctor visits | Texas Children's Pediatrics,"""First-week visit: 2-5 days old
1 month old
2 months old
4 months old
6 months old
9 months old
12 months old""",https://www.texaschildrenspediatrics.org/baby-guide/checkups-and-doctor-visits
,There is a recommended timeline for the first doctor's visit after a baby is born.,4,TRUE,Pediatrician Visit Schedule for Newborns | Lurie Children's,"""3 – 5 days, often with a follow-up weight check around two weeks of life""",https://www.luriechildrens.org/en/blog/pediatrician-visit-schedule-for-newborns/
,Regular doctor visits are important for assessing a baby's developmental progress.,5 (Very Plausible),TRUE,Make the Most of Your Baby’s Visit to the Doctor (Ages 0 to 11 Months) - MyHealthfinder | health.gov,"""A well-baby visit is when you take your baby to the doctor to make sure they’re healthy and developing normally. This is different from other visits for sickness or injury.
At a well-baby visit, the doctor or nurse can help catch any problems early, when they may be easier to treat. You’ll also have a chance to ask any questions you have about caring for your baby.""",https://health.gov/myhealthfinder/doctor-visits/regular-checkups/make-most-your-babys-visit-doctor-ages-0-11-months
,There may be specific health concerns or issues that require more frequent doctor visits for a baby.,3,TRUE,Pediatrician Visit Schedule for Newborns | Lurie Children's,"""Your pediatrician may ask you to come more often, especially if they’re keeping an eye on jaundice or other conditions that sometimes affect newborns. If you’re having feeding issues, your pediatrician may also want to see you more often.""",https://www.luriechildrens.org/en/blog/pediatrician-visit-schedule-for-newborns/
,"All doctor visits for babies are not solely focused on vaccinations, but also on overall health monitoring.",4,TRUE,Checkups and doctor visits | Texas Children's Pediatrics,"""During a well-baby visit, your provider will do a whole body, head-to-toe exam. This will help ensure your baby is healthy, growing and developing normally. These visits are important because they can help your provider detect problems early so that your baby can get special care if needed.""",https://www.texaschildrenspediatrics.org/baby-guide/checkups-and-doctor-visits
,The schedule for doctor visits may vary depending on the healthcare provider's individual approach to pediatric care.,3,FALSE,Well-Child Visits Are Essential | University of Utah Health,"""After centuries of caring for children, pediatricians have developed a visit schedule that aligns with the ages that children develop. You should expect to have your child seen for well-child visits at these different ages""",https://healthcare.utah.edu/healthfeed/2020/12/well-child-visits-are-essential
What do Braxton hicks contractions feel like?,Braxton Hicks contractions are not necessarily painful.,4,TRUE,Braxton Hicks Contractions: Overview & What They Feel Like,"""Braxton Hicks contractions are a tightening in your abdomen that comes and goes. These contractions don't get closer together, don't increase in how long they last or how often they occur and don't feel stronger over time.""",https://my.clevelandclinic.org/health/symptoms/22965-braxton-hicks
,Braxton Hicks contractions can occur at any stage of pregnancy.,2,FALSE,Braxton Hicks Contractions: Overview & What They Feel Like,"""These irregular uterine contractions are perfectly normal and might begin in your second or third trimester.""",https://my.clevelandclinic.org/health/symptoms/22965-braxton-hicks
,The physical sensation of Braxton Hicks contractions can vary.,5 (Very Plausible),TRUE,5 common questions about Braxton Hicks contractions,""" Some women feel a lot of Braxton Hicks contractions, while some women don't feel them at all.""",https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/5-common-questions-about-braxton-hicks-contractions
,Braxton Hicks contractions can occur with different frequencies.,3,TRUE,Braxton Hicks Contractions: Overview & What They Feel Like,"""... irregular uterine contractions...""",https://my.clevelandclinic.org/health/symptoms/22965-braxton-hicks
,There are symptoms associated with Braxton Hicks contractions.,5 (Very Plausible),TRUE,5 common questions about Braxton Hicks contractions,"""Braxton Hicks contractions are mild, irregular contractions during pregnancy. They feel like tightness in your abdomen.""",https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/5-common-questions-about-braxton-hicks-contractions
,There is a difference between Braxton Hicks contractions and actual labor contractions.,5 (Very Plausible),TRUE,Braxton Hicks Contractions: Overview & What They Feel Like,"""Braxton Hicks contractions are felt during pregnancy and can be mistaken for true labor contractions. Unlike true labor, Braxton Hicks are irregular in frequency, less intense and usually go away if you change positions. They are your body's way of getting ready for labor, but it doesn't mean labor is coming.""",https://my.clevelandclinic.org/health/symptoms/22965-braxton-hicks
Does the placenta grow bigger as time goes on?,The size of the placenta changes throughout pregnancy.,5 (Very Plausible),TRUE,"Placenta: Overview, Anatomy, Function & Complications","""The placenta begins to form after a fertilized egg implants in your uterus around seven to 10 days after conception. It continues to grow throughout your pregnancy to support your baby. The placenta starts as a few cells and grows to be several inches long.""",https://my.clevelandclinic.org/health/body/22337-placenta
,There are factors that influence the growth of the placenta during pregnancy.,4,TRUE,"Placenta: How it works, what's normal - Mayo Clinic","""Various factors can affect the health of the placenta during pregnancy.""",https://www.mayoclinic.org/healthy-lifestyle/pregnancy-week-by-week/in-depth/placenta/art-20044425
,There is a typical pattern or rate of placental growth in each trimester.,5 (Very Plausible),TRUE,"Embryology, Placenta - StatPearls - NCBI Bookshelf","""The placenta is formed gradually during the first three months of pregnancy, while, after the fourth month, it grows parallel to the development of the uterus. Once completed, it resembles a spongy disc 20 cm in diameter and 3 cm thick""",https://www.ncbi.nlm.nih.gov/books/NBK551634/
,The growth of the placenta correlates to the growth of the baby in utero.,4,Unsure,Birthweight and the Placenta | OHSU,"""While large placentas are associated with greater risk of chronic disease, small placentas and small or thin infants, indicate malnourishment and a lack of oxygen supply during development in the womb. Small placentas are also associated with increased risk of chronic disease later in life. The goal is for balanced nutrition throughout pregnancy, to support healthy growth that leads to a healthy birthweight - considered to be around eight to nine pounds.""",https://www.ohsu.edu/school-of-medicine/moore-institute/birthweight-and-placenta
,The size of the placenta relates to the overall health of the pregnancy.,3,TRUE,Birthweight and the Placenta | OHSU,"""The weight and shape of the placenta, along with the baby’s birth weight, are important measurements of how well the baby developed in the womb. The size and shape of the placenta are affected by environmental exposures the mother faces during pregnancy. Access to quality foods and a well-balanced diet, exposure to toxic stress and certain environmental chemicals all play a role in the development of the placenta. The placenta serves as both protection and nutritional provider for the developing baby. For mothers who lack access to quality food, the placenta increases in size in order to better protect the fetus and to better extract nutrients.""",https://www.ohsu.edu/school-of-medicine/moore-institute/birthweight-and-placenta
